0,1,2,3
18.832421525945293,22.832421525945293,8.718665863868353,10.718665863868353
1.1380390433154588,6.138039043315459,17.201354042024946,19.201354042024946
5.065644148051369,9.06564414805137,5.29126317171898,6.29126317171898
27.02881417158043,33.02881417158043,3.2735595669638418,4.273559566963842
12.42047781137661,16.42047781137661,4.454961925365753,6.454961925365753
27.51454044546424,33.51454044546424,20.961040064074787,21.961040064074787
23.415393929984035,27.415393929984035,3.4103727744324157,5.410372774432416
27.89058320580789,32.890583205807886,6.0192015009676645,8.019201500967664
22.308695034788485,27.308695034788485,15.375006097501455,16.375006097501455
14.521290507061376,20.521290507061376,9.545126254866625,10.545126254866625
13.718921067596582,18.718921067596582,8.717829148076882,9.717829148076882
25.565704520012957,29.565704520012957,4.556104756151891,5.556104756151891
18.611780339708037,24.611780339708037,7.819079845736994,9.819079845736994
15.623449875156986,21.623449875156986,3.061938568073579,5.061938568073579
8.287827726958731,13.287827726958731,8.232524021615255,10.232524021615255
20.309430397839865,24.309430397839865,20.65683394443302,21.65683394443302
-1.8476757652104396,3.1523242347895604,10.063632524083244,11.063632524083244
26.704445366632342,30.704445366632342,16.29816931336298,17.29816931336298
28.018572067813132,32.01857206781313,5.278931480850691,6.278931480850691
22.000097614715962,28.000097614715962,12.211762860745146,13.211762860745146
18.864918030065912,24.864918030065912,12.855058690347057,14.855058690347057
4.319093454362367,8.319093454362367,17.65592332990234,19.65592332990234
37.676780105734125,41.676780105734125,7.321613307380762,9.321613307380762
29.113407795737174,33.113407795737174,9.739852959340942,10.739852959340942
13.708647109852212,19.708647109852212,9.438551092041656,11.438551092041656
32.50365886550695,37.50365886550695,7.09453741242325,9.09453741242325
18.743305769210064,23.743305769210064,9.127646185530095,10.127646185530095
26.334963300765708,32.33496330076571,15.89189615135934,16.89189615135934
15.653206948206375,21.653206948206375,12.04198121341716,13.04198121341716
25.16116006263682,29.16116006263682,0.20693806938251313,1.2069380693825131
18.30683517847311,23.30683517847311,8.338355507816283,10.338355507816283
22.604297603063944,26.604297603063944,10.630017166934904,12.630017166934904
2.0967695127128465,7.0967695127128465,9.731277615708484,10.731277615708484
15.223244226719586,21.223244226719586,2.302804866306909,3.302804866306909
27.742964300103488,32.74296430010349,12.676397880326013,14.676397880326013
15.967497322079645,20.967497322079645,13.7122814078567,14.7122814078567
18.68483518234914,23.68483518234914,9.332445045730724,11.332445045730724
11.012610530039435,17.012610530039435,17.42243528197838,18.42243528197838
-4.094494563834882,0.905505436165118,9.04273688554671,10.04273688554671
28.951196050469914,34.95119605046992,-0.6673327306130687,0.33266726938693125
21.105307352876192,25.105307352876192,9.113906673235213,10.113906673235213
30.247030054369816,36.247030054369816,15.241064602985169,17.24106460298517
17.961077306620606,23.961077306620606,2.577406667320676,3.577406667320676
35.67235423927124,41.67235423927124,15.089428165281454,17.089428165281454
17.379946518466195,23.379946518466195,10.754442470438732,12.754442470438732
25.81866234126697,31.81866234126697,11.831377207212281,13.831377207212281
25.04207978914112,29.04207978914112,16.033481208306853,18.033481208306853
4.620404956154321,10.62040495615432,14.204119766953644,16.204119766953646
26.804719702150003,30.804719702150003,7.914323656275602,9.914323656275602
34.23531498494953,39.23531498494953,-2.21801595499981,-1.2180159549998102
34.61521490740773,38.61521490740773,11.430390238017972,12.430390238017972
11.168667263230175,16.168667263230176,11.165462773283455,13.165462773283455
19.959135611986845,23.959135611986845,21.92647434032275,23.92647434032275
40.85332722864825,45.85332722864825,11.203449362075549,13.203449362075549
14.807461585733229,20.80746158573323,6.582927027104962,7.582927027104962
19.74950371618214,23.74950371618214,6.6988274688110145,7.6988274688110145
13.977539319294982,17.977539319294983,6.0451386226527735,8.045138622652773
20.238205077492623,24.238205077492623,6.915580531337066,7.915580531337066
15.014100500636111,21.01410050063611,4.855540377380904,5.855540377380904
48.004382358796605,53.004382358796605,2.134133761000572,3.134133761000572
12.785852694779337,16.785852694779337,11.66197850489803,12.66197850489803
19.76419929923476,23.76419929923476,11.119123539329404,13.119123539329404
29.991799950350156,35.991799950350156,15.3130683166241,17.3130683166241
30.519648492148804,34.519648492148804,4.031195084407046,6.031195084407046
33.59143281361648,38.59143281361648,0.17541135862122204,2.175411358621222
21.355787029698792,26.355787029698792,7.0091290303912075,8.009129030391207
11.89200963669568,16.89200963669568,12.458332603638395,13.458332603638395
